,time,consumption,temperature,hour,day_of_week,load_t-24h,temperature_t-24h,load_t-25h,temperature_t-25h,load_t-26h,temperature_t-26h,load_t-48h,temperature_t-48h,load_t-49h,temperature_t-49h,load_t-50h,temperature_t-50h,load_t-72h,temperature_t-72h,original_location,location_bergen,location_helsingfors,location_oslo,location_stavanger,location_tromsø,location_trondheim
25092,2022-10-15 11:00:00,1.79482,10.199999809265137,11,5,1.828282,7.900000095367432,1.807794,9.300000190734863,1.749146,9.300000190734863,1.724656,10.899999618530272,1.7331260000000002,10.600000381469728,1.769962,10.199999809265137,1.4707079999999997,9.899999618530272,bergen,1,0,0,0,0,0
25098,2022-10-15 12:00:00,1.754592,10.600000381469728,12,5,1.786515,8.399999618530273,1.828282,7.900000095367432,1.807794,9.300000190734863,1.7060859999999998,11.100000381469728,1.724656,10.899999618530272,1.7331260000000002,10.600000381469728,1.500676,10.0,bergen,1,0,0,0,0,0
25104,2022-10-15 13:00:00,1.7797120000000002,11.100000381469728,13,5,1.846615,9.199999809265137,1.786515,8.399999618530273,1.828282,7.900000095367432,1.762234,11.300000190734863,1.7060859999999998,11.100000381469728,1.724656,10.899999618530272,1.600965,10.100000381469728,bergen,1,0,0,0,0,0
25110,2022-10-15 14:00:00,1.841284,10.800000190734863,14,5,1.88303,8.600000381469727,1.846615,9.199999809265137,1.786515,8.399999618530273,1.767939,11.300000190734863,1.762234,11.300000190734863,1.7060859999999998,11.100000381469728,1.720577,10.5,bergen,1,0,0,0,0,0
25116,2022-10-15 15:00:00,1.960465,9.300000190734863,15,5,1.917147,8.300000190734863,1.88303,8.600000381469727,1.846615,9.199999809265137,1.875411,10.800000190734863,1.767939,11.300000190734863,1.762234,11.300000190734863,1.824913,10.199999809265137,bergen,1,0,0,0,0,0
25122,2022-10-15 16:00:00,2.097099,8.300000190734863,16,5,1.899983,8.0,1.917147,8.300000190734863,1.88303,8.600000381469727,2.031599,9.300000190734863,1.875411,10.800000190734863,1.767939,11.300000190734863,1.861528,9.899999618530272,bergen,1,0,0,0,0,0
25128,2022-10-15 17:00:00,2.11413,7.5,17,5,1.928776,7.199999809265137,1.899983,8.0,1.917147,8.300000190734863,2.029444,7.5,2.031599,9.300000190734863,1.875411,10.800000190734863,1.916037,9.5,bergen,1,0,0,0,0,0
25134,2022-10-15 18:00:00,2.009978,5.400000095367432,18,5,1.920415,6.900000095367432,1.928776,7.199999809265137,1.899983,8.0,1.958214,6.599999904632568,2.029444,7.5,2.031599,9.300000190734863,1.844761,9.600000381469728,bergen,1,0,0,0,0,0
25140,2022-10-15 19:00:00,1.945686,5.900000095367432,19,5,1.848816,7.0,1.920415,6.900000095367432,1.928776,7.199999809265137,1.844616,6.099999904632568,1.958214,6.599999904632568,2.029444,7.5,1.779375,9.800000190734863,bergen,1,0,0,0,0,0
25146,2022-10-15 20:00:00,1.805871,7.099999904632568,20,5,1.7991419999999998,7.0,1.848816,7.0,1.920415,6.900000095367432,1.726562,6.199999809265137,1.844616,6.099999904632568,1.958214,6.599999904632568,1.721764,9.899999618530272,bergen,1,0,0,0,0,0
25152,2022-10-15 21:00:00,1.7408880000000002,7.400000095367432,21,5,1.650554,7.0,1.7991419999999998,7.0,1.848816,7.0,1.645155,6.800000190734863,1.726562,6.199999809265137,1.844616,6.099999904632568,1.612903,9.899999618530272,bergen,1,0,0,0,0,0
